"basic_unit_id","code","synonym","notes","region_id","continent_id","place","id","botanical_country_id"
130,"1964","Shandong","",22,3,"Shantung",1671,61
131,"1965","","",22,3,"Shanxi",1672,61
235,"1966","Ash Shariqah","",21,3,"Sharjah",1673,124
210,"1788","","",31,6,"Rabi",1495,106
545,"1789","","",32,6,"Raeffsky Is.",1496,329
318,"768","","",46,8,"Dog I.",479,172
303,"769","Taymyr","",16,3,"Dolgano-Nenets",480,159
114,"762","","",25,4,"Diego Garcia",473,55
241,"763","","",34,6,"Disappearing I.",474,129
304,"760","","",4,1,"Dia",471,160
61,"1536","","",27,4,"New Britain",1243,32
256,"766","","",25,4,"Diu",477,137
194,"767","","",10,2,"Djibouti",478,93
545,"764","","",32,6,"Disappointment Is.",475,329
575,"765","","",43,7,"District of Columbia",476,354
131,"1962","Shanxi","",22,3,"Shansi",1669,61
300,"1963","","",17,3,"Shantarskiye Ostrova",1670,157
286,"1078","","",46,8,"Jamaica",789,146
577,"1079","","",25,4,"Jammu-Kashmir",790,355
273,"1076","","",25,4,"Jalpaiguri",787,137
404,"1535","","",37,7,"New Brunswick",1242,216
309,"1074","","",24,3,"Iwo Jima",785,165
392,"1075","","",44,7,"Jalisco",786,211
55,"1072","Ibiza","",3,1,"Iviza",783,27
285,"1073","","",8,2,"Ivory Coast",784,145
282,"1070","","excluding Sardena and Sicilia",4,1,"Italy",781,144
475,"1071","","",5,1,"Ivanovo",782,275
106,"1678","","",49,8,"Paraná",1385,49
291,"1679","","",27,4,"Parang",1386,148
102,"1674","","",49,8,"Pará",1381,48
489,"1675","","",26,4,"Paracel Is.",1382,288
457,"1676","","",50,8,"Paraguay",1383,258
89,"1677","","",49,8,"Paraíba",1384,46
491,"1670","","",31,6,"Pandora Bank",1377,289
567,"1671","Hon Panjang","",26,4,"Panjang I.",1378,347
498,"1672","","",4,1,"Pantelleria",1379,295
438,"1673","","excluding Bismarck Archipelago and Bougainville Is.",27,4,"Papua New Guinea",1380,240
320,"1094","","",46,8,"Jost van Dyke",805,172
292,"1095","","",50,8,"Juan Fernández Is.",806,149
340,"1096","","",15,2,"Juan de Nova",807,183
337,"1097","","",51,9,"Judge and Clerk Is.",808,180
124,"1090","","",22,3,"Jilin",801,60
242,"1091","","",34,6,"Johnston I.",802,129
349,"1092","Johor","",27,4,"Johore",803,192
455,"1093","","",20,3,"Jordan",804,256
35,"674","","",26,4,"Coco I., Great",385,13
35,"675","","",26,4,"Coco Is.",386,13
150,"676","","External Territory of Australia",27,4,"Cocos (Keeling) Is.",387,66
176,"677","","[Pacific Ocean]",45,8,"Cocos I.",388,80
568,"670","","",46,8,"Coche I.",381,348
19,"1099","","",50,8,"Jujuy",810,5
567,"672","Cochin Chine","",26,4,"Cochinchina",383,347
184,"673","","",51,9,"Cochons, Isle aux",384,84
600,"1997","Slovenia","",4,1,"Slovenija",1704,365
417,"1533","","",41,7,"Nevada",1240,224
433,"1418","","",29,5,"Melville I.",1128,236
21,"1419","","",50,8,"Mendoza",1129,5
210,"1410","","",31,6,"Mbengga",1120,106
245,"1411","","",51,9,"McDonald I.",1121,131
462,"1412","","",31,6,"McKean I.",1122,263
518,"1413","","",46,8,"Media Luna Reefs",1123,311
46,"1414","","",25,4,"Meghalaya",1124,22
488,"1415","","one of Iles du Vent",32,6,"Mehetia",1125,287
349,"1416","","",27,4,"Melaka",1126,192
355,"1417","","",6,2,"Melilla",1127,196
334,"1322","","",17,3,"Magadan",1032,177
164,"1323","","",50,8,"Magellanes",1033,70
563,"1320","","",31,6,"Maewo",1030,343
524,"1321","","",11,2,"Mafia I.",1031,316
495,"1326","","[Seychelles]",15,2,"Mahé",1036,293
228,"1327","","",31,6,"Maiana",1037,119
266,"1324","","",25,4,"Maharashtra",1034,137
264,"1325","","[India]",25,4,"Mahé",1035,137
335,"1328","","",40,7,"Maine",1038,178
488,"1329","","one of Iles du Vent",32,6,"Maio",1039,287
28,"5","","",4,1,"Albania",5,7
323,"1531","","",46,8,"Netherlands Leeward Is.",1238,172
197,"1256","Lesvos","",20,3,"Lesbos",967,96
327,"1257","","",13,2,"Lesotho",968,173
121,"1526","","",22,3,"Nei Mongol",1233,59
197,"1255","","one of Dhodekanisos",20,3,"Leros",966,96
414,"1520","","",39,7,"Nebraska",1228,221
232,"1253","Limnos","",4,1,"Lemnos",964,123
349,"1522","","",27,4,"Negeri Sembilan",1230,192
"","1251","","[Caribbean]",46,8,"Leeward Is.",962,172
416,"1528","","",2,1,"Netherlands",1235,223
"","1529","","excluding Netherlands Leeward Is.; self-governing part of Netherlands realm",46,8,"Netherlands Antilles",1236,230
"","1258","Leeward Is. and Windward Is.","",46,8,"Lesser Antilles",969,""
"","646","","",50,8,"Chile South",357,70
"","2254","Egypt, Sinai and Syria","","","","United Arab Republic",1961,""
"","2475","","",5,1,"Central European Russia",2170,275
207,"2474","","",10,2,"Eritrea",2169,103
387,"473","","",44,7,"Baja California Sur",188,210
219,"470","","",48,8,"Bahia Isabel",185,113
475,"2358","","",5,1,"Yaroslavl",2065,275
210,"2359","","",31,6,"Yasawa Is.",2066,106
289,"2352","","part of Osumi-shoto",24,3,"Yaku-shima",2059,147
591,"2353","","",16,3,"Yakutskiya",2060,363
489,"2350","Paracel Is.","",26,4,"Xisha Is.",2057,288
133,"2351","","",22,3,"Xizang",2058,62
182,"2356","","",33,6,"Yap",2063,83
437,"2357","","",27,4,"Yapen",2064,240
587,"2354","","",16,3,"Yamalo-Nenets",2061,359
340,"471","Bassas da India","",15,2,"Baiko Dajudia",186,183
219,"1898","","[Galapagos]",48,8,"San Salvador",1605,113
32,"1899","","",35,7,"Sanak I.",1606,11
283,"1894","","",4,1,"San Marino",1601,144
111,"1895","","",41,7,"San Miguel I.",1602,52
111,"1896","","",41,7,"San Nicolas I.",1603,52
54,"1897","","[Caribbean]",46,8,"San Salvador",1604,26
196,"1890","","",50,8,"San Felix I.",1597,95
461,"476","","",27,4,"Balabac",191,262
25,"1892","","",50,8,"San Luis",1599,5
379,"1893","","",44,7,"San Luis Potosí",1600,207
116,"959","","",22,3,"Guizhou",670,57
229,"958","","",8,2,"Guinea-Bissau",669,120
476,"2134","","",5,1,"Tartariya",1841,276
482,"2135","","",31,6,"Tau",1842,282
476,"2132","Tartariya","",5,1,"Tartar",1839,276
525,"2133","","",29,5,"Tasmania",1840,317
161,"2130","","",50,8,"Tarapacá",1837,69
228,"2131","","",31,6,"Tarawa",1838,119
136,"951","","",22,3,"Guangdong",662,63
375,"950","","",44,7,"Guanajuato",661,207
136,"953","","",22,3,"Guangzhou",664,63
137,"952","","",22,3,"Guangxi",663,63
214,"955","","",3,1,"Guernsey",666,110
236,"954","","",45,8,"Guatemala",665,125
237,"957","","",8,2,"Guinea",668,126
391,"956","","",44,7,"Guerrero",667,211
55,"477","","I. Province of Spain",3,1,"Baleares",192,27
502,"2002","","",10,2,"Socotra",1709,299
288,"2003","","",24,3,"Sofu-gan",1710,147
445,"2000","","",30,5,"Snares I.",1707,247
488,"2001","","",32,6,"Society Is.",1708,287
333,"2006","","",27,4,"Solor Is.",1713,176
243,"1440","","",34,6,"Midway Is.",1150,129
502,"2004","Socotra","",10,2,"Sokotra",1711,299
"","2005","","including North Solomons and South Solomons, excluding Santa Cruz Is.",31,6,"Solomon Is.",1712,300
505,"2008","British Somaliland","",10,2,"Somaliland Protectorate",1715,301
505,"2009","","",10,2,"Somaliland, British",1716,301
128,"506","","",22,3,"Beijing",220,61
206,"2034","Equatorial Guinea","",9,2,"Spanish Guinea",1741,102
175,"667","","",45,8,"Clipperton I.",378,80
37,"666","","one of South Shetland Is., a part of British Antarctic Territory",52,9,"Clarence I.",377,15
370,"2176","","",44,7,"Tlaxcala",1883,206
284,"665","Vatican City","",4,1,"Città del Vaticano",376,144
288,"2177","","",24,3,"To-shima",1884,147
298,"1799","","",30,5,"Raoul I.",1506,155
197,"1260","","",20,3,"Lesvos",971,96
595,"719","","",4,1,"Croatia",430,365
598,"718","Montenegro","",4,1,"Crna Gora",429,365
305,"717","Krym","",5,1,"Crimea",428,161
304,"716","Kriti","I. Province of Greece",4,1,"Crete",427,160
467,"715","","",46,8,"Crab I.",426,268
398,"714","","",44,7,"Cozumel I.",425,212
517,"713","Cayos del E.S.E.","",46,8,"Courtown Cays",424,311
285,"712","Ivory Coast","",8,2,"Cote d'Ivoire",423,145
174,"711","","",45,8,"Costa Rica",422,79
29,"710","","",15,2,"Cosmoledo",421,8
334,"661","","",17,3,"Chukota",372,177
12,"660","","",50,8,"Chubut",371,4
544,"2178","","",46,8,"Tobago",1885,328
"","1069","","excluding Sardena and Sicilia; including SAN MArino and Vatican City",4,1,"Italy",780,144
505,"1068","","",10,2,"Italian Somaliland",779,301
320,"2179","","[Virgin Is.]",46,8,"Tobago I.",1886,172
279,"1061","Irkutsk","",16,3,"Irkutskaya Oblast",772,141
279,"1060","","",16,3,"Irkutsk",771,141
427,"1063","","part of Sakishima-gunto",24,3,"Ishigaki",774,231
219,"1062","","",48,8,"Isabela I.",773,113
436,"1065","","",31,6,"Isle of Pines",776,239
231,"1064","","",1,1,"Isle of Man",775,122
282,"1067","Italy","",4,1,"Italia",778,144
454,"1066","","",20,3,"Israel",777,256
437,"1669","","",27,4,"Pandaidori Is.",1376,240
461,"1668","","",27,4,"Panay",1375,262
456,"1667","","",45,8,"Panamá Canal Zone",1374,257
456,"1666","","",45,8,"Panamá",1373,257
329,"1665","","",32,6,"Palmyra I.",1372,174
172,"1664","Avarau","",32,6,"Palmerston I.",1371,77
545,"1663","","",32,6,"Palliser Is.",1370,329
"","1662","","",20,3,"Palestine",1369,256
461,"1661","","",27,4,"Palawan",1368,262
183,"1660","","",33,6,"Palau Is.",1367,83
167,"591","","I. Province of Spain",7,2,"Canary Is.",302,73
"","590","Regions 70 Subarctic America, 71 Western Canada and 72 Eastern Canada","excluding St.Pierre-Miquelon","",7,"Canada",301,""
136,"593","Guangzhou","",22,3,"Canton",304,63
584,"592","","part of Grenadines of St.Vincent",46,8,"Canouan",303,356
"","595","","",13,2,"Cape Province",306,81
462,"594","Kanton I.","",31,6,"Canton I.",305,263
181,"597","","",13,2,"Caprivi Strip",308,82
188,"596","","",7,2,"Cape Verde",307,88
339,"599","","",15,2,"Cargados Carajos",310,182
518,"598","","",46,8,"Caratasca Cays",309,311
194,"1089","Djibouti","",10,2,"Jibouti",800,93
142,"1088","","",22,3,"Jiangxi",799,63
584,"1409","","one of Grenadines of St.Vincent",46,8,"Mayreau",1119,356
170,"1408","","",15,2,"Mayotte",1118,75
154,"1403","","",50,8,"Maule",1113,69
172,"1402","","",32,6,"Mauke",1112,77
241,"1401","","",34,6,"Maui",1111,129
359,"1400","","",33,6,"Maug Is.",1110,199
54,"1407","","",46,8,"Mayaguana",1117,26
339,"1406","","",15,2,"Mauritius",1116,182
365,"1405","","",8,2,"Mauritania",1115,205
488,"1404","","one of Iles sous le Vent",32,6,"Maupiti",1114,287
602,"692","Zaire","",9,2,"Congo-Kinshasa",403,367
546,"449","Tubuai Is.","",32,6,"Austral Is.",166,330
482,"448","","",31,6,"Aunuu",165,282
504,"1339","Malaita","",31,6,"Mala",1049,300
504,"1338","San Cristobal","",31,6,"Makira",1048,300
166,"693","","",40,7,"Connecticut",404,72
160,"443","","",50,8,"Atacama",160,69
543,"442","","",31,6,"Ata",159,327
359,"441","","",33,6,"Asuncion",158,199
478,"440","","",5,1,"Astrakhan",157,278
50,"447","","",30,5,"Auckland I.",164,23
87,"446","","",49,8,"Atol das Rocas",163,46
172,"445","","",32,6,"Atiu",162,77
542,"444","","",31,6,"Atafu",161,326
171,"691","Congo","",9,2,"Congo-Brazzaville",402,76
152,"696","","",50,8,"Coquimbo",407,69
468,"697","","External Territory of Australia",29,5,"Coral Sea Is. Territory",408,269
"","39","","Transvaal or Cape Province",13,2,"Bophutatswana",37,""
447,"38","Ogasawara-Shoto","Is. of Japan",24,3,"Bonin Is.",36,249
273,"694","Koch Bihar","",25,4,"Cooch Behar",405,137
58,"33","","self-governing U.K. Crown Colony",46,8,"Bermuda",31,30
57,"32","","",8,2,"Benin",30,29
63,"31","Belarus","",5,1,"Belorussiya",29,34
68,"30","","",45,8,"Belize",28,36
425,"37","","self-governing I. of Netherlands Antilles",46,8,"Bonaire",35,230
69,"36","","",48,8,"Bolivia",34,37
224,"35","","I. of Equatorial Guinea",9,2,"Bioko",33,117
202,"34","","",25,4,"Bhutan",32,100
397,"641","","",44,7,"Chiapas",352,212
436,"640","","",31,6,"Chesterfield Is.",351,239
373,"643","","",44,7,"Chihuahua",354,207
447,"642","","",24,3,"Chichijima",353,249
"","645","","",50,8,"Chile North",356,69
468,"644","","one of Coringa Is.",29,5,"Chilcott I.",355,269
"","647","Region 36 China","",22,3,"China",358,""
71,"1246","","",27,4,"Laut Kecil Is.",957,38
"","1249","","",20,3,"Lebanon-Syria",960,169
"","648","","",22,3,"China North-central",359,61
"","1539","","",27,4,"New Guinea",1246,240
504,"1538","","",31,6,"New Georgia",1245,300
344,"339","","",25,4,"Addu Atoll",59,187
545,"338","","",32,6,"Actaeon Group",58,329
54,"335","","",46,8,"Acklins I.",55,26
208,"334","Ethiopia","",10,2,"Abyssinia",54,104
99,"337","","",49,8,"Acre",57,48
53,"336","","",7,2,"Açôres",56,25
502,"331","","",10,2,"",51,299
527,"333","","",19,3,"",53,319
228,"332","","",31,6,"Abemama",52,119
482,"8","","unincorporated territory of U.S.A.",31,6,"American Samoa",8,282
334,"2345","Vrangelya Ostrova","",17,3,"Wrangel I.",2052,177
361,"2344","","part of Ratak chain",33,6,"Wotje",2051,201
589,"2347","","",38,7,"Wyoming",2054,361
61,"2346","","one of Ninigo Is.",27,4,"Wuvulu I.",2053,32
61,"2341","","",27,4,"Witu Is.",2048,32
585,"2340","","",39,7,"Wisconsin",2047,357
438,"2343","","",27,4,"Woodlark I.",2050,240
182,"2342","","",33,6,"Woleai",2049,83
149,"2349","","",22,3,"Xinjiang",2056,65
139,"2348","Hong Kong","",22,3,"Xianggang",2055,63
504,"1889","","[SW. Pacific]",31,6,"San Cristobal",1596,300
219,"1888","","[Galápagos]",48,8,"San Cristobal",1595,113
111,"1887","","",41,7,"San Clemente I.",1594,52
517,"1886","","",46,8,"San Andrés I.",1593,311
196,"1885","","",50,8,"San Ambrosio I.",1592,95
232,"1884","","",4,1,"Samothraki",1591,123
232,"1883","Samothraki","",4,1,"Samothrace",1590,123
197,"1882","","one of Dhodekanisos",20,3,"Samos",1589,96
"","1881","","",31,6,"Samoa",1588,282
502,"1880","","",10,2,"Samhah I.",1587,299
271,"2121","","",25,4,"Tamil Nadu",1828,137
475,"2120","","",5,1,"Tambov",1827,275
427,"2123","","",24,3,"Tanega",1830,231
563,"2122","Tanna","",31,6,"Tana",1829,343
524,"2125","Tanzania","",11,2,"Tanganyika",1832,316
61,"2124","","",27,4,"Tanga Is.",1831,32
320,"948","","",46,8,"Guana I.",659,172
518,"949","","one of Bahia Is.",46,8,"Guanaja",660,311
383,"946","","[Pacific]",44,7,"Guadelupe I.",657,209
358,"947","","unincorporated territory of U.S.A.",33,6,"Guam",658,199
504,"944","","",31,6,"Guadalcanal",655,300
321,"945","","[Caribbean] Overseas Departement of France",46,8,"Guadeloupe",656,172
584,"942","","",46,8,"Grenadines of St.Vincent",653,356
531,"943","","excluding Abkhasiya and Adzhariya",19,3,"Gruziya",654,319
581,"940","","",46,8,"Grenada",651,356
581,"941","","",46,8,"Grenadines of Grenada",652,356
355,"2410","","",6,2,"Islas Chafarinas",2110,196
"","2019","","split between areas 6 B Indo-China and 6 C Malay Is. of Kew system",26,4,"South China Sea",1726,288
487,"2018","","",43,7,"South Carolina",1725,286
149,"2015","Dzungaria","",22,3,"Soongaria",1722,65
183,"2014","","",33,6,"Sonsorol",1721,83
501,"2017","","",29,5,"South Australia",1724,298
"","2016","Cape Province, Natal, Orange Free State, Transvaal, Walvis Bay and Marion-Prince Edward Is.","",13,2,"South Africa",1723,""
505,"2011","","",10,2,"Somaliland, Italian",1718,301
194,"2010","Djibouti","",10,2,"Somaliland, French",1717,93
389,"2013","","",44,7,"Sonora",1720,210
318,"2012","","",46,8,"Sombrero",1719,172
53,"708","","",7,2,"Corvo",419,25
197,"709","Kos","one of Dhodekanisos",20,3,"Cos",420,96
37,"704","","one of South Orkney Is.",52,9,"Coronation I.",415,15
5,"705","","",50,8,"Corrientes",416,3
173,"706","","I. Region of France",3,1,"Corse",417,78
173,"707","Corse","",3,1,"Corsica",418,78
232,"700","Kerkira","",4,1,"Corfu",411,123
468,"701","","",29,5,"Coringa Is.",412,269
206,"702","","",9,2,"Corisco I.",413,102
519,"703","Maiz Is.","",46,8,"Corn Is.",414,311
56,"1658","","",25,4,"Pakistan East",1365,28
183,"1659","","",33,6,"Palau",1366,83
488,"1652","Tahiti","one of Iles du Vent",32,6,"O'Tahiti",1359,287
50,"410","","",30,5,"Antipodean Is.",129,23
51,"1650","Austria","",2,1,"Osterreich",1357,24
289,"1651","","",24,3,"Osumi-shoto",1358,147
349,"1656","","",27,4,"Pahang",1363,192
453,"1657","","",25,4,"Pakistan",1364,255
223,"1654","Annobon","",9,2,"Pagalu",1361,117
359,"1655","","",33,6,"Pagan",1362,199
165,"586","","",9,2,"Cameroon",297,71
165,"587","Cameroon","",9,2,"Cameroun",298,71
111,"584","","",41,7,"California",295,52
113,"585","","",26,4,"Cambodge",296,54
518,"582","","",46,8,"Cajones Cays",293,311
461,"583","","",27,4,"Calamian Is.",294,262
461,"580","","",27,4,"Cagayan Is.",291,262
526,"581","","",46,8,"Caicos Is.",292,318
197,"1984","","one of Dhodekanisos",20,3,"Simi",1691,96
50,"588","","",30,5,"Campbell I.",299,23
396,"589","","",44,7,"Campeche",300,212
500,"1985","","",20,3,"Sinai",1692,297
495,"1982","","",15,2,"Silhouette I.",1689,293
514,"1983","","",27,4,"Simeulue",1690,308
182,"1436","","",33,6,"Micronesia Federated States",1146,83
171,"1437","Congo","",9,2,"Middle Congo",1147,76
345,"1434","","",40,7,"Michigan",1144,188
393,"1435","","",44,7,"Michoacán",1145,211
"","1432","","",44,7,"Mexico Southwest",1142,211
367,"1433","","",44,7,"México State",1143,206
"","1430","","",44,7,"Mexico Northwest",1140,210
"","1431","","",44,7,"Mexico Southeast",1141,212
321,"1380","","",46,8,"Marie Galante",1090,172
204,"1981","","",25,4,"Sikkim",1688,100
534,"1438","","",51,9,"Middle I.",1148,320
418,"1439","","",29,5,"Middleton Reef",1149,225
593,"458","","",21,3,"Az Zuqur I.",175,364
347,"1349","","",8,2,"Mali",1059,190
431,"450","","",29,5,"Australian Capital Territory",167,235
172,"451","","",32,6,"Avarau",168,77
319,"452","","[West Indies]",46,8,"Aves I.",169,172
568,"453","","[off Venezuela]",46,8,"Aves, Islas Las",170,348
348,"1344","","",12,2,"Malawi",1054,191
"","1345","","",27,4,"Malaya",1055,192
232,"456","","",4,1,"Ayios Evstratios",173,123
328,"1347","","",32,6,"Malden I.",1057,174
402,"1502","","Excluding Caprivi Strip",13,2,"Namibia",1211,214
118,"657","","",22,3,"Chongqing",368,57
532,"1500","","",19,3,"Nakhichevan",1210,319
56,"655","","",25,4,"Chittagong",366,28
185,"652","","",16,3,"Chita",363,85
185,"653","Chita","",16,3,"Chitinskaya Oblast",364,85
"","650","","",22,3,"China South-east",361,63
197,"651","Khios","",20,3,"Chios",362,96
550,"1508","","",31,6,"Nanumea",1216,334
513,"1509","","",27,4,"Nanusa Is.",1217,307
590,"658","","[Indian Ocean] External Territory of Australia",27,4,"Christmas I.",369,362
584,"516","","part of Grenadines of St.Vincent",46,8,"Bequia",230,356
323,"1992","","",46,8,"Sint Maarten",1699,172
333,"2127","","",27,4,"Tanimbar Is.",1834,176
354,"2126","Tanger","",6,2,"Tangier",1833,196
524,"2129","","",11,2,"Tanzania",1836,316
563,"2128","","",31,6,"Tanna",1835,343
349,"1340","Melaka","",27,4,"Malacca",1050,192
333,"2330","","one of Barat Daya Is.",27,4,"Wetar",2037,176
186,"2331","Chatham Is.","",30,5,"Wharekauri",2038,86
63,"2332","","",5,1,"White Russia",2039,34
570,"2333","","",33,6,"Wilkes I.",2040,350
37,"2334","","part of Australian Antarctic Territory",52,9,"Wilkes Land",2041,15
468,"2335","","",29,5,"Willis Is.",2042,269
"","2336","","[Caribbean]",46,8,"Windward Is.",2043,356
50,"2337","","[New Zealand]",30,5,"Windward Is.",2044,23
488,"2338","","[Pacific] part of Iles du Vent",32,6,"Windward Is.",2045,287
462,"2339","","",31,6,"Winslow Reef",2046,263
342,"1341","Madagascar","",15,2,"Malagasy Republic",1051,185
232,"1995","","",4,1,"Skiros",1702,123
606,"2488","","",25,4,"Chattisgarh",2176,137
605,"2487","","",25,4,"Jharkhand",2175,137
62,"2485","Burkina","",8,2,"Upper Volta",2174,33
479,"2480","","",5,1,"Northwest European Russia",2173,279
61,"2248","","",27,4,"Umboi",1955,32
235,"2249","","",21,3,"Umm Al-Qaywayn",1956,124
559,"2244","Ukraine","excluding Krym and Moldova",5,1,"Ukraina",1951,339
559,"2245","","excluding Krym and Moldova",5,1,"Ukraine",1952,339
302,"2246","","",24,3,"Ullung do",1953,158
475,"2247","","",5,1,"Ulyanovsk",1954,275
110,"2240","Central African Republic","",9,2,"Ubangui Shari",1947,51
476,"2241","","",5,1,"Udmurtiya",1948,276
557,"2242","","",11,2,"Uganda",1949,338
"","2243","Ukraine","excluding Krym, including Moldova",5,1,"Ukraina",1950,339
214,"995","","",3,1,"Herm",706,110
545,"994","","",32,6,"Hereheretue",705,329
61,"997","","",27,4,"Hermit Is.",708,32
568,"996","","",46,8,"Hermanos, Los",707,348
138,"991","","",22,3,"Henan",702,63
183,"990","","",33,6,"Helen Reef",701,83
594,"993","","part of Bosnia-Herzegovina",4,1,"Herzegovina",704,365
463,"992","","",32,6,"Henderson I.",703,264
376,"999","","",44,7,"Hidalgo",710,207
172,"998","","",32,6,"Hervey I.",709,77
436,"1026","","",31,6,"Huon I.",737,239
328,"2068","","",32,6,"Starbuck I.",1775,174
412,"2069","","",19,3,"Stavropol",1776,219
42,"2060","","",35,7,"St.Matthew I.",1767,20
61,"2061","","",27,4,"St.Matthias Is.",1768,32
43,"2062","","[S. Indian Ocean]",51,9,"St.Paul I.",1769,21
87,"2063","Sao Pedro e Sao Paulo","",49,8,"St.Peter and St.Paul Rocks",1770,46
29,"2064","","[Indian Ocean] part of Providence group",15,2,"St.Pierre",1771,8
421,"2065","","Overseas Departement of France",37,7,"St.Pierre-Miquelon",1772,226
326,"2066","","",46,8,"St.Thomas",1773,172
584,"2067","","",46,8,"St.Vincent",1774,356
136,"1748","Dongsha Qundao","",22,3,"Pratas I.",1455,63
136,"1749","Dongsha Qundao","",22,3,"Pratus I.",1456,63
475,"1645","Orel","",5,1,"Orlov",1352,275
231,"1644","","part of Scotland",1,1,"Orkney Is.",1351,122
462,"1647","","",31,6,"Orona",1354,263
182,"1646","","",33,6,"Oroluk",1353,83
475,"1641","","",5,1,"Orel",1348,275
452,"1640","","",38,7,"Oregon",1347,254
267,"1643","","",25,4,"Orissa",1350,137
476,"1642","","",5,1,"Orenburg",1349,276
288,"1649","","[Izu-shoto]",24,3,"O-shima",1356,147
427,"1648","","part of Amami-shoto",24,3,"O-shima",1355,231
229,"1742","Guinea-Bissau","",8,2,"Portuguese Guinea",1449,120
109,"1743","Cabinda","",9,2,"Portuguese Maiombe",1450,50
488,"1252","","[Pacific] one of Iles sous le Vent",32,6,"Leeward Is.",963,287
55,"579","","",3,1,"Cabrera",290,27
226,"578","","",9,2,"Cabras Is.",289,117
581,"604","","one of Grenadines of Grenada",46,8,"Carriacao",315,356
77,"573","","",16,3,"Buryatiya",284,42
352,"572","","",27,4,"Buru",283,194
62,"571","Burkina","",8,2,"Burkina Faso",282,33
71,"570","","",27,4,"Bunguran Selatan Is.",281,38
188,"577","Cape Verde","",7,2,"Cabo Verde, Ilhas do",288,88
109,"576","","",9,2,"Cabinda",287,50
63,"575","","",5,1,"Byelorussiya",286,34
77,"574","Buryatiya","",16,3,"Buryatskaya A.S.S.R.",285,42
328,"601","","[Central Pacific]",32,6,"Caroline I.",312,174
225,"600","","",9,2,"Caroco Is.",311,117
514,"1421","","",27,4,"Mentawai Is.",1131,308
55,"1420","","",3,1,"Menorca",1130,27
183,"1423","","",33,6,"Merit I.",1133,83
401,"1422","","",26,4,"Mergui Archipelago",1132,213
"","1425","","",44,7,"Mexican Pacific Is.",1135,209
281,"1424","Iraq","",20,3,"Mesopotamia",1134,143
"","1427","","",44,7,"Mexico Central",1137,206
"","1426","Region 79 Mexico","",44,7,"Mexico",1136,""
"","1429","","",44,7,"Mexico Northeast",1139,207
366,"1428","","",44,7,"Mexico Distrito Federal",1138,206
"","602","","part of Trust Territory of Pacific Is. (United Nations Trust Territory administered by U.S.A.)",33,6,"Caroline Is.",313,83
232,"2156","","",4,1,"Thasos",1863,123
29,"731","","one of Amirante group",15,2,"D'Arros I.",442,8
"","730","","",2,1,"Czechoslovakia",441,90
254,"733","","",25,4,"Dadra",444,137
438,"732","","",27,4,"D'Entrecastaux Is.",443,240
407,"735","","",19,3,"Dagestan",446,219
254,"734","","",25,4,"Dadra-Nagar-Haveli",445,137
207,"737","","",10,2,"Dahlak Is.",448,103
407,"736","Dagestan","",19,3,"Daghestan",447,219
427,"739","","",24,3,"Daito Is.",450,231
57,"738","Benin","",8,2,"Dahomey",449,29
233,"1359","Al Manamah","",21,3,"Manamah",1069,124
231,"1358","","British Crown Dependency",1,1,"Man, Isle of",1068,122
518,"469","","[Honduras]",46,8,"Bahia Is.",184,311
85,"468","","",49,8,"Bahia",183,46
177,"1353","","",45,8,"Malpelo I.",1063,80
361,"1352","","part of Ratak chain",33,6,"Maloelap",1062,201
55,"1351","","",3,1,"Mallorca",1061,27
563,"1350","Malakula","",31,6,"Mallicollo",1060,343
210,"1357","Mamanuca Is.","",31,6,"Mamanutha Is.",1067,106
209,"1356","Falkland Is.","",51,9,"Malvinas",1066,105
503,"463","","one of Feni Is.",31,6,"Babase I.",178,300
333,"462","","",27,4,"Babar Is.",177,176
498,"1273","","",4,1,"Linosa",984,295
416,"2158","","",2,1,"The Netherlands",1865,223
232,"2159","","one of Kikladhes",4,1,"Thira",1866,123
32,"1519","","",35,7,"Near I.",1227,11
491,"1518","","",31,6,"Ndeni I.",1226,289
240,"1515","","",46,8,"Navassa I.",1223,128
429,"1514","","",31,6,"Nauru",1222,233
394,"1517","","",44,7,"Nayarit",1225,211
232,"1516","","one of Kikladhes",4,1,"Naxos",1224,123
540,"1511","","[Pacific]",31,6,"Nassau I.",1219,326
34,"1510","","",26,4,"Narcondom I.",1218,13
71,"1513","","",27,4,"Natuna Is.",1221,38
403,"1512","KwaZulu Natal","",13,2,"Natal",1220,215
182,"1735","Pohnpei","",33,6,"Ponape",1442,83
475,"1275","","",5,1,"Lipetsk",986,275
42,"357","","",35,7,"Alaska",77,20
359,"356","","",33,6,"Alamagan",76,199
84,"355","","",49,8,"Alagoas",75,46
27,"354","","",43,7,"Alabama",74,6
233,"353","","",21,3,"Al Manamah",73,124
235,"352","","",21,3,"Al Fujayrah",72,124
172,"351","","",32,6,"Aitutaki",71,77
162,"350","","",50,8,"Aisén",70,70
508,"359","","",3,1,"Alboran",79,302
1,"358","","",36,7,"Alberta",78,1
339,"1033","Mauritius","",15,2,"Ile de France",744,182
453,"2323","Pakistan (i.e. not East Pakistan [Bangladesh])","split between areas 2 A Orient ('Baluchistan') and 5 India in Kew system",25,4,"West Pakistan",2030,255
478,"1111","Kalmykyia","",5,1,"Kalmytskaya A.S.S.R.",822,278
437,"2321","Irian Jaya","",27,4,"West Irian",2028,240
222,"2320","","",2,1,"West Germany",2027,116
