"areaID","synonym","name","stateID","notes","regionID","id","kew_regionID"
230,"","Miyako",426,"part of Sakishima-gunto",24,1167,17
22,"","Mizoram",47,"",25,1168,12
268,"","Moa I.",468,"",29,1169,9
196,"Mozambique","Moçambique",355,"",12,1170,6
337,"Moldova","Moldaviya",556,"",5,1171,2
337,"","Moldova",556,"",5,1172,2
128,"","Molokai",240,"",34,1173,35
193,"Maluku","Moluccas",351,"",27,1174,19
267,"","Mona I.",466,"",46,1175,7
109,"","Monaco",215,"",3,1176,2
194,"","Mongolia",352,"",23,1177,27
58,"","Mongolia, Inner","","",22,1178,17
58,"Nei Mongol","Mongolian Autonomous Region",121,"",22,1179,17
299,"","Mono I.",502,"",31,1180,20
192,"","Montana",350,"",38,1181,3
363,"","Montenegro",596,"",4,1182,2
171,"","Montserrat",321,"U.K. Crown Colony",46,1183,7
286,"","Moorea",486,"one of Iles du Vent",32,1184,25
145,"","Morant Cays",285,"",46,1185,7
274,"","Mordoviya",474,"",5,1186,2
205,"","Morelos",367,"",44,1187,13
195,"","Morocco",353,"excluding Ceuta and Melilla",6,1188,4
195,"","Morocco","","including Ceuta and Melilla",6,1189,4
82,"","Mortlock I.",181,"[Caroline Is]",33,1190,28
299,"Tauu Is.","Mortlock Is.",502,"",31,1191,20
274,"","Moscow",474,"",5,1192,2
196,"","Mozambique",355,"",12,1193,6
182,"","Mozambique Channel Is.",339,"",15,1194,22
299,"Rennell I.","Mu Nggava",502,"",31,1195,20
248,"","Muko-jima",446,"",24,1196,17
268,"Badu I.","Mulgrave I.",468,"",29,1197,9
276,"","Murmansk",476,"",5,1198,2
268,"","Murray I.",468,"",29,1199,9
327,"","Mururoa",543,"",32,1200,25
251,"","Muscat",449,"",21,1201,1
32,"","Mussau",61,"one of St.Matthias Is.",27,1202,26
354,"","Mustique",582,"one of Grenadines of St.Vincent",46,1203,7
212,"","Myanmar",400,"",26,1204,12
146,"","Myojin-jima",287,"",24,1205,17
22,"","Nagaland",48,"",25,1206,12
136,"","Nagar Haveli",253,"",25,1207,12
317,"","Nagorno Karabakh",531,"",19,1208,1
230,"","Nakano-shima",426,"part of Tokara-retto",24,1209,17
317,"","Nakhichevan",530,"",19,1210,1
213,"","Namibia",401,"Excluding Caprivi Strip",13,1211,18
82,"","Namonuito",181,"",33,1212,28
287,"","Nan-sha",488,"",26,1213,30
230,"","Nansei-Shoto",426,"",24,1214,17
332,"","Nanumanga",548,"",31,1215,5
332,"","Nanumea",548,"",31,1216,5
306,"","Nanusa Is.",511,"",27,1217,19
13,"","Narcondom I.",34,"",26,1218,12
324,"","Nassau I.",538,"[Pacific]",31,1219,25
214,"KwaZulu Natal","Natal",402,"",13,1220,18
38,"","Natuna Is.",71,"",27,1221,19
232,"","Nauru",428,"",31,1222,5
127,"","Navassa I.",239,"",46,1223,7
122,"","Naxos",231,"one of Kikladhes",4,1224,2
210,"","Nayarit",393,"",44,1225,13
288,"","Ndeni I.",489,"",31,1226,20
11,"","Near I.",32,"",35,1227,3
220,"","Nebraska",413,"",39,1228,3
128,"","Necker I.",240,"",34,1229,35
191,"","Negeri Sembilan",348,"",27,1230,37
191,"Negeri Sembilan","Negri Sembilan",348,"",27,1231,37
261,"","Negros",460,"",27,1232,31
58,"","Nei Mongol",121,"",22,1233,17
221,"","Nepal",414,"",25,1234,12
222,"","Netherlands",415,"",2,1235,2
229,"","Netherlands Antilles","","excluding Netherlands Leeward Is.; self-governing part of Netherlands realm",46,1236,7
369,"Surinam","Netherlands Guiana",513,"",47,1237,21
171,"","Netherlands Leeward Is.",322,"",46,1238,7
4,"","Neuquén",13,"",50,1239,29
223,"","Nevada",416,"",41,1240,3
171,"","Nevis",323,"",46,1241,7
215,"","New Brunswick",403,"",37,1242,3
32,"","New Britain",61,"",27,1243,26
238,"","New Caledonia",435,"Overseas Territory of France",31,1244,32
299,"","New Georgia",502,"",31,1245,20
239,"","New Guinea","","",27,1246,26
240,"","New Hampshire",438,"",40,1247,3
32,"","New Hanover",61,"",27,1248,26
341,"Vanuatu","New Hebrides",561,"",31,1249,20
32,"","New Ireland",61,"",27,1250,26
241,"","New Jersey",439,"",40,1251,3
242,"","New Mexico",440,"",42,1252,3
26,"","New Providence",54,"",46,1253,7
361,"Novosibirskiye Ostrova","New Siberian Is.",589,"",16,1254,27
234,"","New South Wales",431,"excluding Australian Capital Territory",29,1255,9
234,"","New South Wales","","including Australian Capital Territory",29,1256,9
244,"","New York",442,"",40,1257,3
245,"","New Zealand North",443,"",30,1258,34
246,"","New Zealand South",444,"",30,1259,34
225,"","Newfoundland I.",419,"excluding St.Pierre-Miquelon",37,1260,3
225,"","Newfoundland","","including St.Pierre-Miquelon",37,1261,3
82,"","Ngatik",181,"",33,1262,28
307,"","Nias",512,"",27,1263,19
228,"","Nicaragua",423,"",45,1264,13
309,"","Nicaraguan Caribbean Is.",517,"",46,1265,13
236,"","Nicholson I.",433,"part of Beveridge Reef",31,1266,5
217,"","Nicobar Is.",405,"",26,1267,12
227,"","Niger",422,"",8,1268,14
226,"","Nigeria",421,"",8,1269,14
318,"","Nightingale I.",532,"",51,1270,10
128,"","Nihoa",240,"",34,1271,35
146,"","Nii-jima",287,"",24,1272,17
128,"","Niihua",240,"",34,1273,35
262,"","Nikumaroro",461,"",31,1274,5
118,"","Nikunau",227,"",31,1275,5
58,"Ningxia","Ningshia Autonomous Region",122,"",22,1276,17
58,"","Ningxia",122,"",22,1277,17
32,"","Ninigo Is.",61,"",27,1278,26
248,"","Nishino-shima",446,"",24,1279,17
299,"","Nissan",501,"one of Green Is.",31,1280,20
325,"","Niuafoou",541,"",31,1281,5
325,"","Niuatoputapu",541,"",31,1282,5
236,"","Niue",433,"self-governing Territory Overseas in free association with New Zealand",31,1283,5
332,"","Niulakita",548,"",31,1284,5
332,"","Niutao",548,"",31,1285,5
274,"","Nizhny Novgorod",474,"",5,1286,2
325,"","Nomuka",541,"",31,1287,5
224,"","Norfolk I.",418,"External Territory of Australia",29,1288,9
231,"Norway","Norge",427,"",1,1289,2
38,"Sabah","North Borneo",72,"",27,1290,19
216,"","North Carolina",404,"",43,1291,3
218,"","North Caucasus","","",19,1292,1
219,"","North Dakota",412,"",39,1293,3
157,"","North Korea",300,"",24,1294,17
299,"","North Solomons",501,"",31,1295,20
362,"","North Yemen",590,"",21,1296,1
139,"","Northern Ireland",277,"",1,1297,2
198,"","Northern Marianas",358,"",33,1298,28
366,"Zambia","Northern Rhodesia",601,"",12,1299,6
235,"","Northern Territory",432,"[Australia]",29,1300,9
243,"","Northwest Territories","","",35,1301,3
231,"","Norway",427,"",1,1302,2
15,"","Norwegian Antarctic Territory",37,"",52,1303,10
243,"","Nottingham I.",441,"",35,1304,3
233,"","Nova Scotia",429,"",37,1305,3
357,"","Novaya Zemlya",585,"",16,1306,27
278,"","Novgorod",478,"",5,1307,2
357,"","Novosibirsk",585,"",16,1308,27
361,"","Novosibirskiye Ostrova",589,"",16,1309,27
346,"","Nueva Esparta",566,"",46,1310,16
206,"","Nuevo León",376,"",44,1311,13
299,"","Nuguria Is.",501,"",31,1312,20
332,"","Nui",548,"",31,1313,5
199,"","Nuku Hiva",359,"",32,1314,25
332,"","Nukufetau",548,"",31,1315,5
332,"","Nukulaelae",548,"",31,1316,5
299,"","Nukumanu Is.",501,"",31,1317,20
118,"Nikunau","Nukunau",227,"",31,1318,5
324,"","Nukunono",540,"",31,1319,5
82,"","Nukuoro",181,"",33,1320,28
288,"","Nupani I.",489,"",31,1321,20
332,"Niulakita","Nurakita",548,"",31,1322,5
190,"Malawi","Nyasaland",347,"",12,1323,6
128,"","Oahu",240,"",34,1324,35
210,"","Oaxaca",394,"",44,1325,13
193,"","Obi Is.",351,"",27,1326,19
118,"Banaba","Ocean I.",227,"",31,1327,5
175,"East Timor","Ocussi Ambeno",331,"",27,1328,19
263,"","Oeno I.",462,"",32,1329,25
281,"","Ofu",481,"",31,1330,5
248,"","Ogasawara-shoto",446,"",24,1331,17
68,"","O'Higgins",154,"",50,1332,29
249,"","Ohio",447,"",40,1333,3
146,"","Oki",287,"",24,1334,17
230,"","Okina Daito",426,"one of Dainto Is.",24,1335,17
230,"","Okinawa",426,"I. Prefecture of Japan",24,1336,17
230,"","Okinoeraba-shima",426,"part of Amami-shoto",24,1337,17
250,"","Oklahoma",448,"",39,1338,3
281,"","Olosega",481,"",31,1339,5
251,"","Oman",449,"",21,1340,1
357,"","Omsk",585,"",16,1341,27
118,"","Onotoa",227,"",31,1342,5
252,"","Ontario",450,"",37,1343,3
299,"","Ontong Java",502,"",31,1344,20
247,"Free State","Orange Free State",445,"",13,1345,18
346,"","Orchila I.",566,"",46,1346,16
253,"","Oregon",451,"",38,1347,3
274,"","Orel",474,"",5,1348,2
275,"","Orenburg",475,"",5,1349,2
136,"","Orissa",266,"",25,1350,12
121,"","Orkney Is.",230,"part of Scotland",1,1351,2
274,"Orel","Orlov",474,"",5,1352,2
82,"","Oroluk",181,"",33,1353,28
262,"","Orona",461,"",31,1354,5
230,"","O-shima",426,"part of Amami-shoto",24,1355,17
146,"","O-shima",287,"[Izu-shoto]",24,1356,17
24,"Austria","Osterreich",51,"",2,1357,2
146,"","Osumi-shoto",288,"",24,1358,17
286,"Tahiti","O'Tahiti",486,"one of Iles du Vent",32,1359,25
51,"Central African Republic","Oubangui Shari",110,"",9,1360,15
116,"Annobon","Pagalu",222,"",9,1361,15
198,"","Pagan",358,"",33,1362,28
191,"","Pahang",348,"",27,1363,37
254,"","Pakistan",452,"",25,1364,12
28,"","Pakistan East",56,"",25,1365,12
82,"","Palau",182,"",33,1366,28
82,"","Palau Is.",182,"",33,1367,28
261,"","Palawan",460,"",27,1368,31
255,"","Palestine","","",20,1369,1
327,"","Palliser Is.",543,"",32,1370,25
76,"Avarau","Palmerston I.",171,"",32,1371,25
173,"","Palmyra I.",328,"",32,1372,25
256,"","Panamá",455,"",45,1373,16
256,"","Panamá Canal Zone",455,"",45,1374,16
261,"","Panay",460,"",27,1375,31
239,"","Pandaidori Is.",436,"",27,1376,26
288,"","Pandora Bank",489,"",31,1377,20
345,"Hon Panjang","Panjang I.",565,"",26,1378,23
294,"","Pantelleria",496,"",4,1379,2
239,"","Papua New Guinea",437,"excluding Bismarck Archipelago and Bougainville Is.",27,1380,26
48,"","Pará",102,"",49,1381,21
287,"","Paracel Is.",487,"",26,1382,23
257,"","Paraguay",456,"",50,1383,21
46,"","Paraíba",89,"",49,1384,21
49,"","Paraná",106,"",49,1385,21
147,"","Parang",290,"",27,1386,19
164,"","Parece Vela",308,"",24,1387,17
122,"","Paros",231,"one of Kikladhes",4,1388,2
243,"","Parry Is.",441,"",35,1389,3
96,"Easter I.","Pascua I.",197,"",32,1390,25
4,"","Patagonia","","",50,1391,29
95,"","Patmos",196,"one of Dhodekanisos",20,1392,1
342,"","Patos I.",562,"",47,1393,16
327,"","Paumotu",543,"",32,1394,25
348,"","Peale I.",568,"",33,1395,28
116,"","Pedra da Gale",224,"",9,1396,15
145,"","Pedro Cays",285,"",46,1397,7
60,"Beijing","Peking",128,"",22,1398,17
294,"","Pelagie Is.",496,"",4,1399,2
122,"","Peloponnisos",231,"",4,1400,2
314,"","Pemba I.",522,"",11,1401,38
191,"Pinang","Penang",348,"",27,1402,37
313,"","P'eng-hu Lieh-tao",521,"",24,1403,17
175,"","Penida",330,"",27,1404,19
191,"","Pennisular Malaysia",348,"",27,1405,37
193,"","Penju Is.",351,"",27,1406,19
259,"","Pennsylvania",458,"",40,1407,3
324,"Tongareva","Penrhyn I.",538,"",31,1408,25
341,"","Pentecost I.",561,"",31,1409,20
274,"","Penza",474,"",5,1410,2
191,"","Perak",348,"",27,1411,37
362,"","Perim",591,"",21,1412,1
256,"","Perlas Is.",455,"",45,1413,16
191,"","Perlis",348,"",27,1414,37
275,"","Perm",475,"",5,1415,2
46,"","Pernambuco",90,"",49,1416,21
141,"Iran","Persia",279,"",20,1417,1
260,"","Peru",459,"",48,1418,16
313,"P'eng-hu Lieh-tao","Pescadores",521,"",24,1419,17
15,"","Peter I Oy",37,"part of Ellsworth Land",52,1420,10
171,"","Petite Terre, Isles de la",320,"",46,1421,7
261,"","Philippines",460,"",27,1422,31
224,"","Phillip I.",418,"",29,1423,9
262,"","Phoenix Is.",461,"",31,1424,5
345,"","Phu Quoc",565,"",26,1425,23
46,"","Piauí",91,"",49,1426,21
25,"","Pico",53,"",7,1427,11
191,"","Pinang",348,"",27,1428,37
238,"Ile des Pins","Pines I.",435,"[Pacific]",31,1429,32
82,"","Pingelap",181,"",33,1430,28
299,"","Pinipel I.",501,"one of Green Is.",31,1431,20
86,"Isla de Juventud","Pinos I.",186,"[Caribbean]",46,1432,7
238,"","Pins, Ile des",435,"",31,1433,32
112,"","Pinta I.",218,"",48,1434,16
263,"","Pitcairn",462,"",32,1435,25
263,"","Pitcairn Is.",462,"U.K. Dependent Territory",32,1436,25
85,"","Pitt I.",185,"",30,1437,34
8,"","Platte Is.",29,"",15,1438,22
82,"","Pohnpei",181,"",33,1439,28
8,"","Poivre",29,"part of Amirante group",15,1440,22
264,"","Poland",463,"",2,1441,2
82,"Pohnpei","Ponape",181,"",33,1442,28
136,"","Pondicherry",267,"",25,1443,12
83,"Ile aux Cochons","Porcs I.",183,"",51,1444,10
185,"","Porto Santo",342,"",7,1445,11
265,"","Portugal",464,"excluding Azores and Madeira",3,1446,2
14,"","Portuguese Congo",36,"",12,1447,6
196,"Mozambique","Portuguese East Africa",355,"",12,1448,6
119,"Guinea-Bissau","Portuguese Guinea",228,"",8,1449,14
50,"Cabinda","Portuguese Maiombe",109,"",9,1450,15
175,"East Timor","Portuguese Timor",331,"",27,1451,19
83,"","Possession I.",183,"",51,1452,10
345,"Con Son","Poulo Condore",565,"",26,1453,23
292,"","Praslin I.",493,"",15,1454,22
62,"Dongsha Qundao","Pratas I.",136,"",22,1455,17
62,"Dongsha Qundao","Pratus I.",136,"",22,1456,17
13,"","Preparis I.",35,"",26,1457,12
20,"","Pribilov Is.",42,"",35,1458,3
266,"Primorye","Primorskiy Kray",465,"",17,1459,27
266,"","Primorye",465,"",17,1460,27
258,"","Prince Edward I.",457,"[Canada]",37,1461,3
197,"","Prince Edward I.",356,"",51,1462,10
20,"","Prince of Wales I.",42,"[Alaska]",35,1463,3
243,"","Prince of Wales I.",441,"[Canada]",35,1464,3
191,"Pinang","Prince of Wales I.",348,"[Malaya]",27,1465,37
268,"","Prince of Wales I.",468,"[Torres Strait]",29,1466,9
15,"","Princess Elizabeth Land",37,"part of Australian Antarctic Territory",52,1467,10
116,"","Principe",224,"",9,1468,15
8,"","Providence group",29,"",15,1469,22
8,"","Providence I.",29,"one of Providence group",15,1470,22
309,"","Providencia I.",515,"",46,1471,13
95,"","Psara",196,"",20,1472,1
278,"","Pskov",478,"",5,1473,2
205,"","Puebla",368,"",44,1474,13
267,"","Puerto Rico",466,"excluding Navassa I.; self-governing commonwealth associated with U.S.A.",46,1475,7
324,"","Pukapuka",538,"[Manihiki]",31,1476,25
327,"","Pukapuka",543,"[Tuamotu]",32,1477,25
82,"","Pulo Ana",182,"",33,1478,28
136,"","Punjab",268,"[India]",25,1479,12
254,"","Punjab",452,"[Pakistan]",25,1480,12
32,"","Purdy Is.",61,"",27,1481,26
123,"","Qatar",233,"",21,1482,1
61,"","Qinghai","","",22,1483,17
269,"","Québec",469,"",37,1484,3
41,"","Queen Charlotte Is.",76,"",36,1485,3
243,"","Queen Elizabeth Is.",441,"",35,1486,3
15,"","Queen Mary Land",37,"part of Australian Antarctic Territory",52,1487,10
268,"","Queensland",468,"excluding Coral Sea Is. Territory",29,1488,9
268,"","Queensland","","including Coral Sea Is. Territory",29,1489,9
157,"Cheju Do","Quelpart I.",301,"",24,1490,17
62,"Kin-Men","Quemoy",143,"",22,1491,17
206,"","Querétaro",377,"",44,1492,13
211,"","Quintana Roo",397,"",44,1493,13
309,"","Quita Sueño",515,"",46,1494,13
105,"","Rabi",209,"",31,1495,36
327,"","Raeffsky Is.",543,"",32,1496,25
26,"","Ragged I.",54,"",46,1497,7
286,"","Raiatea",486,"one of Iles sous le Vent",32,1498,25
328,"","Raivavae",544,"",32,1499,25
136,"","Rajasthan",269,"",25,1500,12
8,"","Rajaswaree Reef",29,"",15,1501,22
324,"","Rakahanga",538,"",31,1502,25
200,"","Ralik chain",360,"",33,1503,28
105,"Rabi","Rambi",209,"",31,1504,36
327,"","Rangiroa",543,"",32,1505,25
154,"","Raoul I.",297,"",30,1506,34
328,"Rapa-Iti","Rapa I.",544,"",32,1507,25
96,"Easter I.","Rapa Nui",197,"",32,1508,25
328,"","Rapa-Iti",544,"",32,1509,25
327,"","Raroia",543,"",32,1510,25
76,"","Rarotonga",171,"",32,1511,25
123,"Ra's al Khaymah","Ras Al-Khaimah",234,"",21,1512,1
230,"","Rasa-shima",426,"one of Daito Is.",24,1513,17
200,"","Ratak chain",360,"",33,1514,28
262,"","Rawaki",461,"",31,1515,5
171,"","Redonda",316,"",46,1516,7
324,"Rakahanga","Reirson I.",538,"",31,1517,25
8,"","Remire",29,"part of Amirante group",15,1518,22
299,"","Rennell I.",502,"",31,1519,20
270,"","Réunion",470,"Overseas Departement of France",15,1520,22
208,"","Revillagigedo Is.",384,"",44,1521,13
271,"","Rhode I.",471,"",40,1522,3
95,"Rhodos","Rhodes",196,"",20,1523,1
367,"Zimbabwe","Rhodesia",602,"",12,1524,6
366,"Zambia","Rhodesia, Northern",601,"",12,1525,6
367,"Zimbabwe","Rhodesia, Southern",602,"",12,1526,6
307,"","Riau Is.",512,"",27,1527,19
328,"","Rimatara",544,"",32,1528,25
47,"","Rio de Janeiro",96,"",49,1529,21
356,"Western Sahara","Rio de Oro",584,"",6,1530,4
46,"","Rio Grande do Norte",92,"",49,1531,21
49,"","Rio Grande do Sul",107,"",49,1532,21
101,"Equatorial Guinea","Rio Muni",205,"",9,1533,15
4,"","Rio Negro",14,"",50,1534,29
309,"","Roatan",516,"one of Bahia Is.",46,1535,13
148,"","Robinson Crusoe I.",291,"",50,1536,29
94,"","Roca Catedral",195,"",50,1537,29
208,"","Rocas Alijos",383,"",44,1538,13
121,"","Rockall",230,"",1,1539,2
95,"","Rhodos",196,"",20,1540,1
272,"","Rodrigues",472,"",15,1541,22
116,"","Rolas Is.",225,"",9,1542,15
273,"","Romania",473,"",4,1543,2
309,"","Roncador Cay",515,"",46,1544,13
354,"","Ronde",579,"one of Grenadines of Grenada",46,1545,7
48,"","Rondônia",104,"",49,1546,21
32,"Umboi","Rooke Is.",61,"",27,1547,26
48,"","Roraima",103,"",49,1548,21
281,"","Rose I.",481,"",31,1549,5
15,"","Ross Dependency",37,"Antarctic Territory Overseas of New Zealand",52,1550,10
239,"","Rossel I.",437,"part of Louisiade Archipelago",27,1551,26
277,"","Rostov",477,"",5,1552,2
198,"","Rota",358,"",33,1553,28
105,"","Rotuma",209,"",31,1554,36
181,"","Round I.",338,"",15,1555,22
279,"Rwanda","Ruanda",479,"",9,1556,15
273,"Romania","Rumania",473,"",4,1557,2
328,"","Rurutu",544,"",32,1558,25
299,"","Russell Is.",502,"",31,1559,20
"","Russia North, Russia South, Russia Northwest, Russia Central and Russia East;  also U.S.S.R.","Russia","","",5,1560,2
275,"East European Russia","Russia East",475,"",5,1561,2
276,"North European Russia","Russia North",476,"",5,1562,2
277,"South European Russia","Russia South",477,"",5,1563,2
279,"","Rwanda",479,"",9,1564,15
274,"","Ryazan",474,"",5,1565,2
230,"","Ryukyu Is.",426,"",24,1566,17
171,"","Saba",322,"",46,1567,7
38,"","Sabah",72,"",27,1568,19
306,"","Sabalana Is.",511,"",27,1569,19
233,"","Sable I.",429,"[Atlantic]",37,1570,3
238,"","Sable I.",435,"[South Pacific]",31,1571,32
268,"","Saibai I.",468,"",29,1572,9
171,"","Saintes, Iles des",320,"",46,1573,7
198,"","Saipan",358,"",33,1574,28
147,"","Sakala",290,"",27,1575,19
280,"","Sakhalin",480,"",17,1576,27
230,"","Sakishima-gunto",426,"",24,1577,17
96,"","Sala y Gomez",197,"",32,1578,25
5,"","Salta",22,"",50,1579,29
100,"","Salvador, El",204,"",45,1580,13
290,"","Salvage Is.",491,"",7,1581,11
26,"","Samana Cay",54,"",46,1582,7
261,"","Samar",460,"",27,1583,31
275,"","Samara",475,"",5,1584,2
298,"","Samhah I.",500,"",10,1585,24
281,"","Samoa","","",31,1586,5
95,"","Samos",196,"one of Dhodekanisos",20,1587,1
122,"Samothraki","Samothrace",231,"",4,1588,2
122,"","Samothraki",231,"",4,1589,2
94,"","San Ambrosio I.",195,"",50,1590,29
309,"","San Andrés I.",515,"",46,1591,13
52,"","San Clemente I.",111,"",41,1592,3
112,"","San Cristobal",218,"[Galápagos]",48,1593,16
299,"","San Cristobal",502,"[SW. Pacific]",31,1594,20
94,"","San Felix I.",195,"",50,1595,29
5,"","San Juan",24,"",50,1596,29
5,"","San Luis",25,"",50,1597,29
206,"","San Luis Potosí",378,"",44,1598,13
143,"","San Marino",282,"",4,1599,2
52,"","San Miguel I.",111,"",41,1600,3
52,"","San Nicolas I.",111,"",41,1601,3
26,"","San Salvador",54,"[Caribbean]",46,1602,7
112,"","San Salvador",218,"[Galapagos]",48,1603,16
11,"","Sanak I.",32,"",35,1604,3
128,"","Sand I.",242,"",34,1605,35
128,"Hawai'ian Is.","Sandwich Is.",240,"",34,1606,35
306,"","Sangir Is.",511,"",27,1607,19
52,"","Santa Catalina I.",111,"",41,1608,3
49,"","Santa Catarina",108,"",49,1609,21
52,"","Santa Cruz I.",111,"[California]",41,1610,3
112,"","Santa Cruz I.",218,"[Galápagos]",48,1611,16
288,"","Santa Cruz Is.",489,"[South Pacific]",31,1612,20
4,"","Santa Cruz",15,"[Argentina]",50,1613,29
4,"","Santa Fé",16,"",50,1614,29
299,"","Santa Isabel",502,"",31,1615,20
25,"","Santa Maria",53,"",7,1616,11
341,"","Santa Maria I.",561,"[Vanuatu]",31,1617,20
112,"","Santa Maria I.",218,"[Galápagos]",48,1618,16
52,"","Santa Rosa I.",111,"",41,1619,3
299,"Santa Isabel","Santa Ysabel",502,"",31,1620,20
68,"","Santiago",155,"",50,1621,29
5,"","Santiago del Estero",23,"",50,1622,29
122,"Thira","Santorini",231,"one of Kikladhes",4,1623,2
25,"","Sao Jorge",53,"",7,1624,11
47,"","São Paulo",97,"",49,1625,21
46,"","São Pedro e São Paulo",87,"",49,1626,21
116,"","São Tomé",225,"",9,1627,15
261,"","Sarangani Is.",460,"",27,1628,31
277,"","Saratov",477,"",5,1629,2
38,"","Sarawak",73,"",27,1630,19
282,"","Sardegna",482,"I. region of Italy",3,1631,2
282,"Sardegna","Sardinia",482,"",3,1632,2
159,"","Saria",303,"",4,1633,2
198,"","Sarigan",358,"",33,1634,28
109,"","Sark",213,"",3,1635,2
283,"","Saskatchewan",483,"",36,1636,3
284,"","Saudi Arabia",484,"",21,1637,1
281,"","Savaii",609,"",31,1638,5
175,"","Savu",332,"",27,1639,19
159,"Karpathos","Scarpanto",303,"",4,1640,2
239,"Panaidori Is.","Schouten Is.",436,"",27,1641,26
121,"","Scotland",230,"",1,1642,2
15,"","Scott I.",37,"part of Ross Dependency",52,1643,10
316,"","Seal Cays",524,"",46,1644,7
128,"","Seal I.",240,"",34,1645,35
356,"Western Sahara","Seguia el Hamara",584,"",6,1646,4
191,"","Selangor",348,"",27,1647,37
290,"","Selvagens",491,"",7,1648,11
291,"","Senegal",492,"",8,1649,14
230,"","Senkaku-gunto",426,"",24,1650,17
147,"","Sepanjang",290,"",27,1651,19
193,"","Seram",351,"",27,1652,19
363,"","Serbia",597,"",4,1653,2
158,"","Sergeya Kirova Ostrova",302,"",16,1654,27
46,"","Sergipe",93,"",49,1655,21
175,"","Sermata Is.",332,"",27,1656,19
309,"","Serrana Bank",515,"",46,1657,13
309,"","Serranilla Bank",515,"",46,1658,7
116,"","Sete Pedras Is.",225,"",9,1659,15
158,"","Severnaya Zemlya",302,"",16,1660,27
218,"","Severo-Osetiya",410,"",19,1661,1
292,"","Seychelles",493,"",15,1662,22
60,"","Shaanxi",129,"",22,1663,17
293,"","Shag Rocks",494,"",51,1664,10
60,"","Shandong",130,"",22,1665,17
62,"","Shanghai",141,"",22,1666,17
60,"Shanxi","Shansi",131,"",22,1667,17
156,"","Shantarskiye Ostrova",299,"",17,1668,27
60,"Shandong","Shantung",130,"",22,1669,17
60,"","Shanxi",131,"",22,1670,17
123,"Ash Shariqah","Sharjah",234,"",21,1671,1
60,"Shaanxi","Shensi",129,"",22,1672,17
341,"","Shepherd I.",561,"",31,1673,20
121,"","Shetland Is.",230,"part of Scotland",1,1674,2
146,"","Shikine-jima",287,"",24,1675,17
146,"","Shikoku",289,"I. Prefecture of Japan",24,1676,17
162,"","Shikotan",306,"",17,1677,27
299,"","Shortland Is.",502,"",31,1678,20
7,"Albania","Shqiperi",28,"",4,1679,2
321,"Thailand","Siam",535,"",26,1680,23
56,"","Sichuan",118,"",22,1681,17
294,"","Sicilia",496,"excluding Malta",4,1682,2
294,"","Sicilia","","including Malta",4,1683,2
294,"","Sicily",496,"",4,1684,2
295,"","Sierra Leone",497,"",8,1685,14
99,"","Sikkim",203,"",25,1686,12
292,"","Silhouette I.",493,"",15,1687,22
307,"","Simeulue",512,"",27,1688,19
95,"","Simi",196,"one of Dhodekanisos",20,1689,1
296,"","Sinai",498,"",20,1690,1
209,"","Sinaloa",387,"",44,1691,13
254,"","Sind",452,"",25,1692,12
191,"","Singapore",349,"",27,1693,37
306,"Sangir Is.","Singihe Is.",511,"",27,1694,19
64,"Xinjiang","Sinkiang",148,"",22,1695,17
171,"","Sint Eustatius",322,"",46,1696,7
171,"","Sint Maarten",322,"",46,1697,7
122,"","Sirna",231,"",4,1698,2
63,"Tibet","Sitsang",607,"",22,1699,17
122,"","Skiros",231,"",4,1700,2
122,"","Skopelos Kaloyeroi",231,"",4,1701,2
363,"Slovenia","Slovenija",598,"",4,1702,2
274,"","Smolensk",474,"",5,1703,2
171,"","Snake I.",317,"",46,1704,7
246,"","Snares I.",444,"",30,1705,34
286,"","Society Is.",486,"",32,1706,25
298,"","Socotra",500,"",10,1707,24
146,"","Sofu-gan",287,"",24,1708,17
298,"Socotra","Sokotra",500,"",10,1709,24
299,"","Solomon Is.","","including North Solomons and South Solomons, excluding Santa Cruz Is.",31,1710,20
175,"","Solor Is.",332,"",27,1711,19
300,"","Somalia",503,"",10,1712,24
300,"British Somaliland","Somaliland Protectorate",503,"",10,1713,24
300,"","Somaliland, British",503,"",10,1714,24
92,"Djibouti","Somaliland, French",193,"",10,1715,24
300,"","Somaliland, Italian",503,"",10,1716,24
171,"","Sombrero",317,"",46,1717,7
209,"","Sonora",388,"",44,1718,13
82,"","Sonsorol",182,"",33,1719,28
64,"Dzungaria","Soongaria",148,"",22,1720,17
"","Cape Province, Natal, Orange Free State, Transvaal, Walvis Bay and Marion-Prince Edward Is.","South Africa","","",13,1721,18
297,"","South Australia",499,"",29,1722,9
285,"","South Carolina",485,"",43,1723,3
287,"","South China Sea","","split between areas 6 B Indo-China and 6 C Malay Is. of Kew system",26,1724,33
289,"","South Dakota",490,"",39,1725,3
293,"","South Georgia",494,"Dependency of Falkland Is.",51,1726,10
157,"","South Korea",301,"",24,1727,17
15,"","South Orkney Is.",37,"part of British Antarctic Territory",52,1728,10
303,"","South Sandwich Is.",508,"Dependency of Falkland Is.",51,1729,10
15,"","South Shetland Is.",37,"part of British Antarctic Territory",52,1730,10
299,"","South Solomons",502,"",31,1731,20
213,"Namibia","South West Africa",401,"",13,1732,18
362,"","South Yemen",591,"",21,1733,1
237,"","Southampton I.",434,"",35,1734,3
367,"Zimbabwe","Southern Rhodesia",602,"",12,1735,6
