id,hybrid,genus,author,synonym_id,family_id
"16842","","Austroliabum","H.Rob. & Brettell","","47"
"23181","","Austrosynotis","C.Jeffrey","","47"
"5682","","Autrania","C.Winkl. & Barbey","6172","47"
"16843","","Avellara","Blanca & C.Diaz","","47"
"5683","","Axiniphyllum","Benth.","","47"
"5684","","Ayapana","Spach","","47"
"16845","","Ayapanopsis","R.M.King & H.Rob.","","47"
"5685","","Aylacophora","Cabrera","","47"
"24853","","Aynia","H.Rob.","6733","47"
"16151","","Babcockia","Boulos","6602","47"
"18641","","Baccharidastrum","Cabrera","5687","47"
"25447","","Baccharidiopsis","G.M.Barroso","5671","47"
"5687","","Baccharis","L.","","47"
"24844","","Baccharoides","Moench","6733","47"
"17037","","Badilloa","R.M.King & H.Rob.","","47"
"5688","","Baeriopsis","J.T.Howell","","47"
"5689","","Bafutia","C.D.Adams","","47"
"5690","","Bahia","Lag.","","47"
"17043","","Bahianthus","R.M.King & H.Rob.","","47"
"5691","","Baileya","Harv. & A.Gray","","47"
"5692","","Balduina","Nutt.","","47"
"17044","","Balsamita","Mill.","6660","47"
"5693","","Balsamorhiza","Hook. ex Nutt.","","47"
"5694","","Baltimora","L.","","47"
"17045","","Barkleyanthus","H.Rob. & Brettell","","47"
"5695","","Barnadesia","Mutis ex L.f.","","47"
"5696","","Barroetea","A.Gray","","47"
"17046","","Barrosoa","R.M.King & H.Rob.","","47"
"5697","","Bartlettia","A.Gray","","47"
"15916","","Bartlettina","R.M.King & H.Rob.","","47"
"5698","","Basedowia","E.Pritz.","","47"
"5699","","Bebbia","Greene","","47"
"5700","","Bedfordia","DC.","","47"
"17047","","Bejaranoa","R.M.King & H.Rob.","","47"
"5701","","Bellida","Ewart","","47"
"5702","","Bellis","L.","","47"
"5703","","Bellium","L.","","47"
"5704","","Belloa","J.Remy","","47"
"17048","","Benitoa","D.D.Keck","","47"
"5705","","Berardia","Vill.","","47"
"5706","","Berkheya","Ehrh.","","47"
"5707","","Berlandiera","DC.","","47"
"5708","","Berroa","Beauverd","","47"
"5709","","Bidens","L.","","47"
"5710","","Bigelowia","DC.","","47"
"25125","","Billya","Cass.","6424","47"
"25126","","Bipontia","S.F.Blake","6597","47"
"17049","","Bishopalea","H.Rob.","","47"
"24800","","Bishopanthus","H.Rob.","","47"
"17050","","Bishopiella","R.M.King & H.Rob.","","47"
"17051","","Bishovia","R.M.King & H.Rob.","","47"
"5711","","Blainvillea","Cass.","","47"
"17052","","Blakeanthus","R.M.King & H.Rob.","","47"
"5712","","Blakiella","Cuatrec.","","47"
"5713","","Blanchetia","DC.","","47"
"5714","","Blennosperma","Less.","","47"
"17053","","Blennospora","A.Gray","","47"
"5715","","Blepharipappus","Hook.","","47"
"5716","","Blepharispermum","DC.","","47"
"5717","","Blepharizonia","(A.Gray) Greene","","47"
"5718","","Blumea","DC.","","47"
"5719","","Blumeopsis","Gagnep.","","47"
"5720","","Boebera","Willd.","5929","47"
"5721","","Boeberastrum","(A.Gray) Rydb.","","47"
"23503","","Boeberoides","(DC.) Strother","","47"
"5722","","Bojeria","DC.","6151","47"
"5723","","Bolanosa","A.Gray","","47"
"5724","","Bolocephalus","Hand.-Mazz.","5916","47"
"17054","","Bolophyta","Nutt.","","47"
"5725","","Boltonia","L'Her.","","47"
"5726","","Bombycilaena","(DC.) Smoljan.","","47"
"25127","","Borkonstia","Ignatov","5671","47"
"5727","","Borrichia","Adans.","","47"
"5728","","Bothriocline","Oliv. ex Benth.","","47"
"5729","","Bourdonia","Greene","5794","47"
"17055","","Brachanthemum","DC.","","47"
"5730","","Brachionostylum","Mattf.","","47"
"25614","","Brachyandra","Phil.","6089","47"
"5731","","Brachychaeta","Torr. & A.Gray","6599","47"
"5732","","Brachyclados","Gillies ex D.Don","","47"
"25544","","Brachycome","Cass.","5733","47"
"5734","","Brachyglottis","J.R.Forst. & G.Forst.","","47"
"5735","","Brachylaena","R.Br.","","47"
"5736","","Brachymeris","DC.","6445","47"
"5737","","Brachyonostylum","Mattf.","5730","47"
"5733","","Brachyscome","Cass.","","47"
"17056","","Brachythrix","Wild & G.V.Pope","","47"
"25772","","Bracteantha","Anderb.","","47"
"5738","","Bradburia","Torr. & A.Gray","","47"
"5739","","Brasilia","G.M.Barroso","5748","47"
"5740","","Brickellia","Elliott","","47"
"17057","","Brickelliastrum","R.M.King & H.Rob.","","47"
"5741","","Brintonia","Greene","6599","47"
"5742","","Bryomorphe","Harv.","","47"
"18647","","Bubonium","Hill","5672","47"
"5743","","Buphthalmum","L.","","47"
"17058","","Burkartia","Crisci","","47"
"17059","","Cabreriella","Cuatrec.","","47"
"24857","","Cacalia","L.","","47"
"5744","","Cacaliopsis","A.Gray","","47"
"5745","","Cacosmia","Kunth","","47"
"5746","","Cadiscus","E.Mey. ex DC.","","47"
"5747","","Caesulia","Roxb.","","47"
"5748","","Calea","L.","","47"
"5749","","Calendula","L.","","47"
"5750","","Caleopsis","Fedde","6033","47"
"17060","","Callicephalus","C.A.Mey.","","47"
"5751","","Callilepis","DC.","","47"
"5752","","Callistephus","Cass.","","47"
"5753","","Calocephalus","R.Br.","","47"
"5754","","Calomeria","Vent.","","47"
"24872","","Calopappus","Meyen","","47"
"5755","","Calostephane","Benth.","","47"
"25208","","Calotesta","P.O.Karis","","47"
"5756","","Calotis","R.Br.","","47"
"17061","","Calycadenia","DC.","","47"
"5757","","Calycocorsus","F.W.Schmidt","","47"
"5758","","Calycoseris","A.Gray","","47"
"5759","","Calyptocarpus","Less.","","47"
"5760","","Camchaya","Gagnep.","","47"
"17063","","Campovassouria","R.M.King & H.Rob.","","47"
"14224","","Camptacra","N.T.Burb.","","47"
"17062","","Campuloclinium","DC.","","47"
"17065","","Campylotheca","Cass.","5709","47"
"5761","","Cancrinia","Kar. & Kir.","","47"
"5762","","Cancriniella","Tzvelev","","47"
"17066","","Cardonaea","Aristeg., Maguire & Steyerm.","6035","47"
"5763","","Cardopatium","Juss.","","47"
"5764","","Carduncellus","Adans.","","47"
"5765","","Carduus","L.","","47"
"5766","","Carlina","L.","","47"
"5767","","Carminatia","Moc. ex DC.","","47"
"5768","","Carpesium","L.","","47"
"5769","","Carphephorus","Cass.","","47"
"5770","","Carphochaete","A.Gray","","47"
"17067","","Carramboa","Cuatrec.","","47"
"5771","","Carterothamnus","R.M.King","","47"
"5772","","Carthamus","L.","","47"
"5773","","Cassinia","R.Br.","","47"
"5774","","Castalis","Cass.","","47"
"25446","","Castenedia","R.M.King & H.Rob.","","47"
"5775","","Catamixis","Thomson","","47"
"5776","","Catananche","L.","","47"
"5777","","Catatia","Humbert","","47"
"17069","","Cavalcantia","R.M.King & H.Rob.","","47"
"5778","","Cavea","W.W.Sm. & Small","","47"
"5779","","Celmisia","Cass.","","47"
"5780","","Centaurea","L.","","47"
"5781","","Centaurodendron","Johow","","47"
"5782","","Centauropsis","Bojer ex DC.","","47"
"14243","","Centaurothamnus","Wagenitz & Dittrich","","47"
"5783","","Centipeda","Lour.","","47"
"24854","","Centrapalus","Cass.","6733","47"
"15917","","Centratherum","Cass.","","47"
"5784","","Cephalipterum","A.Gray","","47"
"5785","","Cephalobembix","Rydb.","6571","47"
"5786","","Cephalopappus","Nees & Mart.","","47"
"5787","","Cephalophora","Cav.","6082","47"
"16152","","Cephalorhyncus","Boiss.","16172","47"
"16172","","Cephalorrhynchus","Boiss.","","47"
"17070","","Cephalosorus","A.Gray","","47"
"5788","","Ceratogyne","Turcz.","","47"
"5789","","Ceruana","Forssk.","","47"
"17071","","Chacoa","R.M.King & H.Rob.","","47"
"5790","","Chaenactis","DC.","","47"
"5791","","Chaenocephalus","Griseb.","6732","47"
"5792","","Chaetadelpha","A.Gray ex S.Watson","","47"
"5793","","Chaetanthera","Ruiz & Pav.","","47"
"5794","","Chaetopappa","DC.","","47"
"17072","","Chaetospira","S.F.Blake","","47"
"17073","","Chaetymenia","Hook. & Arn.","","47"
"5795","","Chamaechaenactis","Rydb.","","47"
"5796","","Chamaegeron","Schrenk","","47"
"25711","","Chamaeleon","Cass.","","47"
"17075","","Chamaemelum","Mill.","","47"
"17074","","Chamaepus","Wagenitz","","47"
"5797","","Chamartemisia","Rydb.","5663","47"
"5798","","Chaptalia","Vent.","","47"
"5799","","Chardinia","Desf.","","47"
"25839","","Charieis","Cass.","5991","47"
"16153","","Chartolepis","Cass.","5780","47"
"16154","","Cheirolophus","Cass.","","47"
"5800","","Chersodoma","Phil.","","47"
"5801","","Chevreulia","Cass.","","47"
"17076","","Chiliadenus","Cass.","","47"
"24863","","Chiliocephalum","Benth.","","47"
"5802","","Chiliophyllum","Phil.","","47"
"5803","","Chiliotrichiopsis","Cabrera","","47"
"5804","","Chiliotrichum","Cass.","","47"
"5805","","Chimantaea","Maguire, Steyerm. & Wurdack","","47"
"5806","","Chionolaena","DC.","","47"
"5807","","Chionopappus","Benth.","","47"
"5808","","Chlamydites","J.R.Drumm.","5671","47"
"5809","","Chlamydophora","Ehrenb. ex Less.","","47"
"25751","","Chloracantha","G.L.Nesom, Y.B.Suh, D.R.Morgan, S.D.Sundb. & B.B","","47"
"5810","","Chondrilla","L.","","47"
"24801","","Chondropyxis","D.A.Cooke","","47"
"17077","","Chorisis","DC.","","47"
"5811","","Chorisiva","(A.Gray) Rydb.","6161","47"
"17078","","Chresta","Vell. ex DC.","","47"
"5812","","Chromolaena","DC.","","47"
"5813","","Chromolepis","Benth.","","47"
"5814","","Chronopappus","DC.","","47"
"5815","","Chrysactinia","A.Gray","","47"
"17079","","Chrysactinium","(Kunth) Wedd.","","47"
"5816","","Chrysanthellum","Rich.","","47"
"5817","","Chrysanthemoides","Fabr.","","47"
"5818","","Chrysanthemum","L.","","47"
"25773","","Chrysocephalum","Walp.","","47"
"5819","","Chrysocoma","L.","","47"
"17080","","Chrysocoryne","Endl.","6031","47"
"5820","","Chrysogonum","L.","","47"
"24852","","Chrysolaena","H.Rob.","6733","47"
"25209","","Chrysopappus","Takht.","5780","47"
"5821","","Chrysophthalmum","Sch.Bip. ex Walp.","","47"
"5822","","Chrysopsis","(Nutt.) Elliott","","47"
"5823","","Chrysothamnus","Nutt.","","47"
"5824","","Chthonocephalus","Steetz","","47"
"5825","","Chucoa","Cabrera","","47"
"5826","","Chuquiraga","Juss.","","47"
"5827","","Cicerbita","Wallr.","","47"
"5828","","Ciceronia","Urb.","","47"
"5829","","Cichorium","L.","","47"
"5830","","Cineraria","L.","","47"
"5831","","Cirsium","Mill.","","47"
"17081","","Cissampelopsis","(DC.) Miq.","","47"
"5832","","Cladanthus","Cass.","","47"
"17082","","Cladochaeta","DC.","","47"
"5833","","Clappia","A.Gray","","47"
"5834","","Clibadium","L.","","47"
"5835","","Clybatis","Phil.","6235","47"
"5836","","Cnicothamnus","Griseb.","","47"
"5837","","Cnicus","L.","","47"
"5838","","Codonocephalum","Fenzl","6151","47"
"17083","","Coespeletia","Cuatrec.","","47"
"5839","","Coleocoma","F.Muell.","","47"
"17084","","Coleostephus","Cass.","","47"
"5840","","Colobanthera","Humbert","","47"
"5841","","Colobogyne","Gagnep.","16796","47"
"23498","","Comaclinium","Scheidw. & Planch.","","47"
"5842","","Commidendrum","DC.","","47"
"25800","","Complaya","Strother","","47"
"5843","","Comptonanthus","B.Nord.","6148","47"
"17085","","Condylidium","R.M.King & H.Rob.","","47"
"17086","","Condylopodium","R.M.King & H.Rob.","","47"
"17087","","Conocliniopsis","R.M.King & H.Rob.","","47"
"17088","","Conoclinium","DC.","","47"
"5844","","Conyza","Less.","","47"
"5845","","Conyzanthus","Tamamsch.","5671","47"
"5846","","Coreocarpus","Benth.","","47"
"5847","","Coreopsis","L.","","47"
"17089","","Corethamnium","R.M.King & H.Rob.","","47"
"5848","","Corethrogyne","DC.","","47"
"15918","","Correllia","A.M.Powell","","47"
"5849","","Corymbium","L.","","47"
"5850","","Cosmos","Cav.","","47"
"5851","","Cotula","L.","","47"
"5852","","Coulterella","Vasey & Rose","","47"
"5853","","Cousinia","Cass.","","47"
"5854","","Cousiniopsis","Nevski","","47"
"5855","","Craspedia","G.Forst.","","47"
"5856","","Crassocephalum","Moench","","47"
"5857","","Cratystylis","S.Moore","","47"
"5858","","Cremanthodium","Benth.","","47"
"5859","","Crepidiastrum","Nakai","","47"
"5860","","Crepidopsis","Arv.-Touv.","6113","47"
"5861","","Crepis","L.","","47"
"17090","","Critonia","P.Browne","","47"
"17091","","Critoniadelphus","R.M.King & H.Rob.","","47"
"17092","","Critoniella","R.M.King & H.Rob.","","47"
"17093","","Critoniopsis","Sch.Bip.","","47"
"5862","","Crocidium","Hook.","","47"
"5863","","Cronquistia","R.M.King","","47"
"17094","","Cronquistianthus","R.M.King & H.Rob.","","47"
"24822","","Croptilon","Raf.","","47"
"5864","","Crossostephium","Less.","","47"
"17095","","Crossothamnus","R.M.King & H.Rob.","","47"
"5865","","Crupina","(Pers.) DC.","","47"
"25128","","Cryptostemma","R.Br. ex W.T.Aiton","5652","47"
"24855","","Crystallopollen","Steetz","6733","47"
"25210","","Cuatrecasanthus","H.Rob.","6733","47"
"24823","","Cuatrecasasiella","H.Rob.","","47"
"5866","","Cuchumatanea","Seid. & Beaman","","47"
"5867","","Culcitium","Bonpl.","6585","47"
"5868","","Cullumia","R.Br.","","47"
"5869","","Cuspidia","Gaertn.","","47"
"16201","","Cyanopsis","Cass.","16168","47"
"24845","","Cyanthillium","Blume","6733","47"
"5870","","Cyathocline","Cass.","","47"
"5871","","Cyathomone","S.F.Blake","","47"
"17096","","Cyclachaena","Fresen. ex Schltdl.","","47"
"5872","","Cyclolepis","Gillies ex D.Don","","47"
"5873","","Cylindrocline","Cass.","","47"
"5874","","Cymbolaena","Smoljan.","","47"
"5875","","Cymbonotus","Cass.","","47"
"17097","","Cymbopappus","B.Nord.","","47"
"5876","","Cymophora","B.L.Rob.","","47"
"5877","","Cynara","L.","","47"
"5878","","Cynaropsis","Kuntze","5877","47"
"24260","","Cyrtocymura","H.Rob.","6733","47"
"17098","","Dacryotrichia","Wild","","47"
"5879","","Dahlia","Cav.","","47"
"22223","","Damnamenia","Given","5779","47"
"23508","","Damnxanthodium","Strother","","47"
"5880","","Darwiniothamnus","Harling","","47"
"17099","","Dasycondylus","R.M.King & H.Rob.","","47"
"5881","","Dasyphyllum","Kunth","","47"
"5882","","Daumalia","Arenes","6722","47"
"5883","","Daveaua","Willk. ex Mariz","","47"
"5884","","Decachaeta","DC.","","47"
"5885","","Decastylocarpus","Humbert","","47"
"5886","","Decazesia","F.Muell.","","47"
"5887","","Deinandra","Greene","6090","47"
"17100","","Delairea","Lem.","","47"
"5888","","Delamerea","S.Moore","","47"
"17316","","Delilia","Spreng.","","47"
"5889","","Demidium","DC.","6029","47"
"16155","","Dendranthema","(DC.) Des Moul.","","47"
"5890","","Dendrocacalia","(Nakai) Tuyama","","47"
"25211","","Dendrosenecio","(Hauman ex Humbert) B.Nord.","","47"
"5891","","Dendroseris","D.Don","","47"
"5892","","Denekia","Thunb.","","47"
"5893","","Desmanthodium","Benth.","","47"
"5894","","Dewildemania","O.Hoffm.","","47"
"17102","","Diacranthera","R.M.King & H.Rob.","","47"
"5895","","Dianthoseris","Sch.Bip.","","47"
"17103","","Diaperia","Nutt.","","47"
"5896","","Diaphractanthus","Humbert","","47"
"25102","","Diaspananthus","Miq.","5604","47"
"17104","","Dicercoclados","C.Jeffrey & Y.L.Chen","","47"
"5897","","Dichaetophora","A.Gray","","47"
"5898","","Dichrocephala","L'Her. ex DC.","","47"
"17105","","Dichromochlamys","Dunlop","","47"
"5899","","Dicoma","Cass.","","47"
"5900","","Dicoria","Torr. & A.Gray","","47"
"5901","","Dicranocarpus","A.Gray","","47"
"5902","","Didelta","L'Her.","","47"
"25454","","Dielitzia","P.S.Short","","47"
"5903","","Digitacalia","Pippen","","47"
"5904","","Dimeresia","A.Gray","","47"
"5905","","Dimerostemma","Cass.","","47"
"5906","","Dimorphocoma","F.Muell. & Tate","","47"
"5907","","Dimorphotheca","Moench","","47"
"5908","","Dinoseris","Griseb.","","47"
"25563","","Diodontium","F.Muell.","","47"
"5909","","Diplazoptilon","Y.Ling","","47"
"5910","","Diplostephium","Kunth","","47"
"5911","","Dipterocome","Fisch. & C.A.Mey.","","47"
"5912","","Dipterocypsela","S.F.Blake","","47"
"5913","","Disparago","Gaertn.","","47"
"5914","","Dissothrix","A.Gray","","47"
"24824","","Distephanus","(Cass.) Cass.","","47"
"5915","","Distoecha","Phil.","6144","47"
"17106","","Disynaphia","Hook. & Arn. ex DC.","","47"
"17107","","Dithyrostegia","A.Gray","","47"
"16202","","Dittrichia","Greuter","","47"
"17108","","Dolichlasium","Lag.","","47"
"17109","","Dolichoglottis","B.Nord.","","47"
"17111","","Dolichorrhiza","(Pojark.) Galushko","","47"
"17110","","Dolichothrix","Hilliard & B.L.Burtt","","47"
"5916","","Dolomiaea","DC.","","47"
"5917","","Dolosanthus","Klatt","6733","47"
"5918","","Doniophyton","Wedd.","","47"
"5919","","Doratolepis","Schltdl.","6228","47"
"25103","","Dorobaea","Cass.","6585","47"
"5920","","Doronicum","L.","","47"
"25104","","Dracopsis","Cass.","6553","47"
"17112","","Dresslerothamnus","H.Rob.","","47"
"5921","","Dubautia","Gaudich.","","47"
"5922","","Dubyaea","DC.","","47"
"24825","","Dugaldia","(Cass.) Cass.","","47"
"5923","","Dugesia","A.Gray","","47"
"25713","","Duhaldea","DC.","","47"
"5924","","Duidaea","S.F.Blake","","47"
"5925","","Duseniella","K.Schum.","","47"
"5926","","Dymondia","Compton","","47"
"17113","","Dyscritogyne","R.M.King & H.Rob.","","47"
"5927","","Dyscritothamnus","B.L.Rob.","","47"
"5928","","Dysodiopsis","(A.Gray) Rydb.","","47"
"5929","","Dyssodia","Cav.","","47"
"5930","","Eastwoodia","Brandegee","","47"
"5931","","Eatonella","A.Gray","","47"
"5932","","Echinacea","Moench","","47"
"23182","","Echinocoryne","H.Rob.","6733","47"
"5933","","Echinops","L.","","47"
"5934","","Eclipta","L.","","47"
"17114","","Edmondia","Cass.","","47"
"5935","","Egletes","Cass.","","47"
"24261","","Eirmocephala","H.Rob.","6733","47"
"17115","","Eitenia","R.M.King & H.Rob.","","47"
"5936","","Ekmania","Gleason","","47"
"17116","","Elachanthemum","Y.Ling & Y.R.Ling","6633","47"
"5937","","Elachanthus","F.Muell.","","47"
"25801","","Elaphandra","Strother","","47"
"5938","","Elephantopus","L.","","47"
"5939","","Eleutheranthera","Poit. ex Bosc","","47"
"5940","","Ellenbergia","Cuatrec.","","47"
"5941","","Elvira","Cass.","17316","47"
"5942","","Elytropappus","Cass.","","47"
"24876","","Embergeria","Boulos","6602","47"
"5943","","Emilia","(Cass.) Cass.","","47"
"5944","","Emiliella","S.Moore","","47"
"5945","","Encelia","Adans.","","47"
"5946","","Enceliopsis","(A.Gray) A.Nelson","","47"
"17117","","Endocellion","Turcz. ex Herder","","47"
"24869","","Endopappus","Sch.Bip.","","47"
"5948","","Engelmannia","A.Gray ex Nutt.","","47"
"5949","","Engleria","O.Hoffm.","","47"
"5950","","Enydra","Lour.","","47"
"5951","","Epaltes","Cass.","","47"
"5952","","Epilasia","(Bunge) Benth.","","47"
"17118","","Episcothamnus","H.Rob.","","47"
"17119","","Epitriche","Turcz.","","47"
"17749","","Erato","DC.","","47"
"5953","","Erechtites","Raf.","","47"
"5954","","Eremanthus","Less.","","47"
"17120","","Eremiastrum","A.Gray","6317","47"
"5955","","Eremosis","(DC.) Gleason","","47"
"5956","","Eremothamnus","O.Hoffm.","","47"
"5957","","Eriachaenium","Sch.Bip.","","47"
"15919","","Ericameria","Nutt.","","47"
"5958","","Ericentrodea","S.F.Blake & Sherff","","47"
"5959","","Erigeron","L.","","47"
"5960","","Eriocephalus","L.","","47"
"5961","","Eriochlamys","Sond. & F.Muell.","","47"
"5962","","Eriophyllum","Lag.","","47"
"5963","","Eriosphaera","Less.","14225","47"
"5964","","Eriotrix","Cass.","","47"
"5965","","Erlangea","Sch.Bip.","","47"
"5966","","Erodiophyllum","F.Muell.","","47"
"24802","","Erymophyllum","Paul G.Wilson","","47"
"5967","","Eryngiophyllum","Greenm.","","47"
"5968","","Erythradenia","(B.L.Rob.) R.M.King & H.Rob.","","47"
"5969","","Erythrocephalum","Benth.","","47"
"5970","","Espejoa","DC.","","47"
"5971","","Espeletia","Mutis ex Humb. & Bonpl.","","47"
"17121","","Espeletiopsis","Cuatrec.","","47"
"5972","","Ethulia","L.f.","","47"
"24826","","Euchiton","Cass.","","47"
"5973","","Eumorphia","DC.","","47"
"23516","","Eupatoriadelphus","R.M.King & H.Rob.","5977","47"
"5974","","Eupatoriastrum","Greenm.","","47"
"5975","","Eupatorina","R.M.King & H.Rob.","","47"
"5976","","Eupatoriopsis","Hieron.","","47"
"5977","","Eupatorium","L.","","47"
"5978","","Euphrosyne","DC.","","47"
"17123","","Eurybiopsis","DC.","6308","47"
"5979","","Eurydochus","Maguire & Wurdack","","47"
"5980","","Euryops","(Cass.) Cass.","","47"
"5981","","Eutetras","A.Gray","","47"
"25105","","Euthamia","(Nutt.) Elliott","","47"
"5982","","Evacidium","Pomel","","47"
"5983","","Evax","Gaertn.","5994","47"
"5984","","Ewartia","Beauverd","","47"
"25774","","Ewartiothamnus","Anderb.","","47"
"5985","","Exomiocarpon","Lawalree","","47"
"5986","","Faberia","Hemsl.","","47"
"5987","","Facelis","Cass.","","47"
"17750","","Farfugium","Lindl.","","47"
"5988","","Faujasia","Cass.","","47"
"5989","","Faxonia","Brandegee","","47"
"5990","","Feddea","Urb.","","47"
"25453","","Feldstonia","P.S.Short","","47"
"5991","","Felicia","Cass.","","47"
"23183","","Femeniasia","Susanna","5780","47"
"5992","","Fenixia","Merr.","","47"
"17124","","Ferreyranthus","H.Rob. & Brettell","","47"
"5993","","Ferreyrella","S.F.Blake","","47"
"24864","","Filaginella","Opiz","6029","47"
"5994","","Filago","L.","","47"
"5995","","Filifolium","Kitam.","","47"
"5996","","Fitchia","Hook.f.","","47"
"25452","","Fitzwillia","P.S.Short","","47"
"5997","","Flaveria","Juss.","","47"
"5998","","Fleischmannia","Sch.Bip.","","47"
"15920","","Fleischmanniana","Sch.Bip.","5998","47"
"5999","","Fleischmanniopsis","R.M.King & H.Rob.","","47"
"6000","","Florestina","Cass.","","47"
"6001","","Floscaldasia","Cuatrec.","","47"
"17125","","Flosmutisia","Cuatrec.","","47"
"6002","","Flourensia","DC.","","47"
"15921","","Flyriella","R.M.King & H.Rob.","","47"
"6003","","Fontquera","Maire","6421","47"
"6004","","Formania","W.W.Sm. & Small","","47"
"23184","","Foveolina","Kallersjo","","47"
"18645","","Francoeuria","Cass.","6521","47"
"25610","","Franseria","Cav.","5621","47"
"23185","","Freya","V.M.Badillo","","47"
"6005","","Fulcaldea","Poir.","","47"
"6006","","Gaillardia","Foug.","","47"
"6007","","Galactites","Moench","","47"
"24861","","Galatella","(Cass.) Cass.","5671","47"
"6008","","Galeana","La Llave","","47"
"14225","","Galeomma","Rauschert","","47"
"6009","","Galinsoga","Ruiz & Pav.","","47"
"24827","","Gamochaeta","Wedd.","","47"
"25530","","Gamochaetopsis","Anderb. & Freire","","47"
"6010","","Garberia","A.Gray","","47"
"17126","","Garcibarrigoa","Cuatrec.","","47"
"6011","","Garcilassa","Poepp.","","47"
"17127","","Gardnerina","R.M.King & H.Rob.","","47"
"6012","","Garhadiolus","Jaub. & Spach","6537","47"
"6013","","Garuleum","Cass.","","47"
"6014","","Gazania","Gaertn.","","47"
"23186","","Gazaniopsis","C.Huber","","47"
"6015","","Geigeria","Griess.","","47"
"6016","","Geissolepis","B.L.Rob.","","47"
"6017","","Geissopappus","Benth.","","47"
"24828","","Geraea","Torr. & A.Gray","","47"
"6018","","Gerbera","L.","","47"
"17128","","Geropogon","L.","","47"
"6019","","Gibbaria","Cass.","","47"
"6020","","Gifola","Cass.","5994","47"
"25712","","Gilberta","Turcz.","","47"
"6021","","Gilruthia","Ewart","","47"
"6022","","Gladiopappus","Humbert","","47"
"6023","","Glaziovianthus","G.M.Barroso","17078","47"
"6024","","Glossarion","Maguire & Wurdack","","47"
"6025","","Glossocardia","Cass.","","47"
"6026","","Glossogyne","Cass.","6025","47"
"17129","","Glossopappus","Kunze","","47"
"24862","","Glycideras","DC.","6507","47"
"6027","","Glyptopleura","Eaton","","47"
"6028","","Gnaphaliothamnus","Kirp.","","47"
"6029","","Gnaphalium","L.","","47"
"6030","","Gnaphalodes","Mill.","5586","47"
"6031","","Gnephosis","Cass.","","47"
"6032","","Gochnatia","Kunth","","47"
"6033","","Goldmanella","Greenm.","","47"
"17130","","Gongrostylus","R.M.King & H.Rob.","","47"
"6034","","Gongrothamnus","Steetz","24824","47"
"6035","","Gongylolepis","R.H.Schomb.","","47"
"6036","","Goniocaulon","Cass.","","47"
"16156","","Gonospermum","Less.","","47"
"6038","","Gorceixia","Baker","","47"
"6039","","Gorteria","L.","","47"
"6040","","Gossweilera","S.Moore","","47"
"17131","","Goyazianthus","R.M.King & H.Rob.","","47"
"17132","","Graciela","Rzed.","6640","47"
"6041","","Grangea","Adans.","","47"
"6042","","Grangeopsis","Humbert","","47"
"6043","","Grantia","Boiss.","6155","47"
"17133","","Graphistylis","B.Nord.","","47"
"6044","","Gratwickia","F.Muell.","","47"
"17134","","Grauanthus","Fayed","","47"
"17135","","Grazielia","R.M.King & H.Rob.","","47"
"6045","","Greenella","A.Gray","6055","47"
"6046","","Greenmaniella","W.M.Sharp","","47"
"6047","","Grindelia","Willd.","","47"
"17136","","Grisebachianthus","R.M.King & H.Rob.","","47"
"17137","","Grosvenoria","R.M.King & H.Rob.","","47"
"6048","","Guaicaia","Maguire","6024","47"
"6049","","Guardiola","Cerv. ex Humb. & Bonpl.","","47"
"6056","","Guayania","R.M.King & H.Rob.","","47"
"6050","","Guerreroia","Merr.","6025","47"
"17139","","Guevaria","R.M.King & H.Rob.","","47"
"6051","","Guizotia","Cass.","","47"
"6052","","Gundelia","L.","","47"
"6053","","Gundlachia","A.Gray","","47"
"6054","","Gutenbergia","Sch.Bip.","","47"
"6055","","Gutierrezia","Lag.","","47"
"24846","","Gymnanthemum","Cass.","6733","47"
"6057","","Gymnarrhena","Desf.","","47"
"17140","","Gymnocondylus","R.M.King & H.Rob.","","47"
"6058","","Gymnocoronis","DC.","","47"
"6059","","Gymnodiscus","Less.","","47"
"6060","","Gymnolaena","(DC.) Rydb.","","47"
"6061","","Gymnolomia","Kunth","5668","47"
"6062","","Gymnopentzia","Benth.","","47"
"6063","","Gymnosperma","Less.","","47"
"6064","","Gymnostephium","Less.","","47"
"17141","","Gymnostyles","Juss.","6600","47"
"6065","","Gynoxys","Cass.","","47"
"6066","","Gynura","Cass.","","47"
"6067","","Gypothamnium","Phil.","","47"
"17143","","Gyptidium","R.M.King & H.Rob.","","47"
"17142","","Gyptis","(Cass.) Cass.","","47"
"17144","","Gyrodoma","Wild","","47"
"6068","","Haarera","Hutch. & E.A.Bruce","5965","47"
"6069","","Haastia","Hook.f.","","47"
"24829","","Haeckeria","F.Muell.","","47"
"25451","","Haegiela","P.S.Short","","47"
"6070","","Handelia","Heimerl","","47"
"6071","","Haplocalymma","S.F.Blake","","47"
"6072","","Haplocarpha","Less.","","47"
"6073","","Haploesthes","A.Gray","","47"
"6074","","Haplopappus","Cass.","","47"
"6075","","Haplostephium","Mart. ex DC.","","47"
"6076","","Haradjania","Rech.f.","6329","47"
"6077","","Harleya","S.F.Blake","","47"
"6078","","Harnackia","Urb.","","47"
"17145","","Harthamnus","H.Rob.","6473","47"
"6079","","Hartwrightia","A.Gray ex S.Watson","","47"
"24840","","Hasteola","Raf.","","47"
"17146","","Hatschbachiella","R.M.King & H.Rob.","","47"
"24830","","Hazardia","Greene","","47"
